○ 통계표명 :,전국 및 시도별 치매유병현황,,,,,,
○ 수록기간 :,년 2015 ~ 2065,,,,,,
○ 출처1 :,치매유병현황: 중앙치매센터,,,,,,
○ 출처2 :,"노인인구수: 통계청(주민인구연앙인구, 2015-2018)
통계청(장래인구추계, 2019-2065)",,,,,,
○ 자료다운일자 :,2019-12-02 14:32,,,,,,
○ 통계표URL :,https://www.nid.or.kr/info/ub_2019.aspx?no=43406,,,,,,
2015,인천광역시,연수구,전체,70~74세,"6,312",241,3.83%
2015,인천광역시,연수구,전체,75~79세,"4,893",591,12.08%
2015,인천광역시,연수구,전체,80~84세,"3,181",680,21.38%
2015,인천광역시,연수구,전체,85세이상,"2,300",880,38.25%
2015,인천광역시,연수구,전체,60세이상,"36,628","2,582",7.05%
2015,인천광역시,연수구,전체,65세이상,"24,772","2,505",10.11%
2015,인천광역시,남동구,전체,65~69세,"17,731",247,1.40%
2015,인천광역시,남동구,전체,70~74세,"13,161",504,3.83%
2015,인천광역시,남동구,전체,75~79세,"9,314","1,115",11.97%
2015,인천광역시,남동구,전체,80~84세,"5,349","1,141",21.33%
2015,인천광역시,남동구,전체,85세이상,"3,801","1,448",38.11%
2015,인천광역시,남동구,전체,60세이상,"73,861","4,606",6.24%
2015,인천광역시,남동구,전체,65세이상,"49,355","4,456",9.03%
2015,인천광역시,부평구,전체,65~69세,"19,685",275,1.39%
2015,인천광역시,부평구,전체,70~74세,"15,011",575,3.83%
2015,인천광역시,부평구,전체,75~79세,"11,260","1,355",12.03%
2015,인천광역시,부평구,전체,80~84세,"6,688","1,417",21.19%
2015,인천광역시,부평구,전체,85세이상,"4,449","1,697",38.13%
2015,인천광역시,부평구,전체,60세이상,"84,392","5,486",6.50%
2015,인천광역시,부평구,전체,65세이상,"57,093","5,318",9.31%
2015,인천광역시,계양구,전체,65~69세,"9,289",130,1.40%
2015,인천광역시,계양구,전체,70~74세,"7,305",278,3.80%
2015,인천광역시,계양구,전체,75~79세,"5,586",675,12.08%
2015,인천광역시,계양구,전체,80~84세,"3,353",715,21.32%
2015,인천광역시,계양구,전체,85세이상,"2,238",858,38.35%
2015,인천광역시,계양구,전체,60세이상,"41,725","2,745",6.58%
2015,인천광역시,계양구,전체,65세이상,"27,770","2,655",9.56%
2015,인천광역시,서구,전체,65~69세,"14,033",197,1.40%
2015,인천광역시,서구,전체,70~74세,"10,290",395,3.84%
2015,인천광역시,서구,전체,75~79세,"7,374",887,12.03%
2015,인천광역시,서구,전체,80~84세,"4,390",936,21.32%
2015,인천광역시,서구,전체,85세이상,"3,081","1,165",37.80%
2015,인천광역시,서구,전체,60세이상,"59,112","3,704",6.27%
2015,인천광역시,서구,전체,65세이상,"39,167","3,579",9.14%
2015,인천광역시,강화군,전체,65~69세,"5,349",75,1.40%
2015,인천광역시,강화군,전체,70~74세,"4,910",189,3.86%
2015,인천광역시,강화군,전체,75~79세,"4,182",490,11.72%
2015,인천광역시,강화군,전체,80~84세,"2,685",560,20.87%
2015,인천광역시,강화군,전체,85세이상,"1,800",699,38.81%
2015,인천광역시,강화군,전체,60세이상,"24,404","2,047",8.39%
2015,인천광역시,강화군,전체,65세이상,"18,925","2,013",10.64%
2015,인천광역시,옹진군,전체,65~69세,"1,373",19,1.41%
2015,인천광역시,옹진군,전체,70~74세,"1,060",41,3.88%
2015,인천광역시,옹진군,전체,75~79세,848,101,11.88%
2015,인천광역시,옹진군,전체,80~84세,609,129,21.17%
2015,인천광역시,옹진군,전체,85세이상,483,183,37.93%
2015,인천광역시,옹진군,전체,60세이상,"5,873",483,8.23%
2015,인천광역시,옹진군,전체,65세이상,"4,373",473,10.83%
2015,광주광역시,광주광역시,전체,65~69세,"55,614",767,1.38%
2015,광주광역시,광주광역시,전체,70~74세,"43,940","1,683",3.83%
2015,광주광역시,광주광역시,전체,75~79세,"31,323","3,742",11.95%
2015,광주광역시,광주광역시,전체,80~84세,"18,295","3,881",21.21%
2015,광주광역시,광주광역시,전체,85세이상,"12,468","4,738",38.01%
2015,광주광역시,광주광역시,전체,60세이상,"228,440","15,211",6.66%
2015,광주광역시,광주광역시,전체,65세이상,"161,639","14,811",9.16%
2015,광주광역시,동구,전체,65~69세,"6,110",83,1.37%
2015,광주광역시,동구,전체,70~74세,"5,277",204,3.86%
2015,광주광역시,동구,전체,75~79세,"3,781",443,11.71%
2015,광주광역시,동구,전체,80~84세,"2,144",448,20.89%
2015,광주광역시,동구,전체,85세이상,"1,469",574,39.07%
2015,광주광역시,동구,전체,60세이상,"25,401","1,790",7.05%
2015,광주광역시,동구,전체,65세이상,"18,780","1,751",9.33%
2015,광주광역시,서구,전체,65~69세,"11,362",157,1.38%
2015,광주광역시,서구,전체,70~74세,"8,856",340,3.84%
2015,광주광역시,서구,전체,75~79세,"6,229",743,11.93%
2015,광주광역시,서구,전체,80~84세,"3,671",777,21.17%
2015,광주광역시,서구,전체,85세이상,"2,576",980,38.05%
2015,광주광역시,서구,전체,60세이상,"46,627","3,080",6.61%
2015,광주광역시,서구,전체,65세이상,"32,693","2,997",9.17%
2015,광주광역시,남구,전체,65~69세,"10,447",144,1.38%
2015,광주광역시,남구,전체,70~74세,"8,134",313,3.85%
2015,광주광역시,남구,전체,75~79세,"5,728",682,11.91%
2015,광주광역시,남구,전체,80~84세,"3,332",706,21.18%
2015,광주광역시,남구,전체,85세이상,"2,306",878,38.09%
2015,광주광역시,남구,전체,60세이상,"42,152","2,795",6.63%
2015,광주광역시,남구,전체,65세이상,"29,945","2,723",9.09%
2015,광주광역시,북구,전체,65~69세,"17,734",246,1.39%
2015,광주광역시,북구,전체,70~74세,"13,555",519,3.83%
2015,광주광역시,북구,전체,75~79세,"9,565","1,141",11.93%
2015,광주광역시,북구,전체,80~84세,"5,498","1,167",21.22%
2015,광주광역시,북구,전체,85세이상,"3,696","1,400",37.88%
2015,광주광역시,북구,전체,60세이상,"71,940","4,605",6.40%
2015,광주광역시,북구,전체,65세이상,"50,047","4,473",8.94%
2015,광주광역시,광산구,전체,65~69세,"9,962",137,1.38%
2015,광주광역시,광산구,전체,70~74세,"8,119",307,3.79%
2015,광주광역시,광산구,전체,75~79세,"6,021",733,12.17%
2015,광주광역시,광산구,전체,80~84세,"3,651",783,21.45%
2015,광주광역시,광산구,전체,85세이상,"2,422",906,37.42%
2015,광주광역시,광산구,전체,60세이상,"42,322","2,940",6.95%
2015,광주광역시,광산구,전체,65세이상,"30,175","2,867",9.50%
2015,대전광역시,대전광역시,전체,65~69세,"54,053",753,1.39%
2015,대전광역시,대전광역시,전체,70~74세,"43,327","1,662",3.84%
2015,대전광역시,대전광역시,전체,75~79세,"31,784","3,787",11.91%
2015,대전광역시,대전광역시,전체,80~84세,"18,935","4,006",21.16%
2015,대전광역시,대전광역시,전체,85세이상,"12,411","4,773",38.46%
2015,대전광역시,대전광역시,전체,60세이상,"234,613","15,434",6.58%
2015,대전광역시,대전광역시,전체,65세이상,"160,508","14,980",9.33%
2015,대전광역시,동구,전체,65~69세,"11,207",155,1.38%
2015,대전광역시,동구,전체,70~74세,"9,607",369,3.84%
2015,대전광역시,동구,전체,75~79세,"6,831",815,11.93%
2015,대전광역시,동구,전체,80~84세,"3,862",814,21.07%
2015,대전광역시,동구,전체,85세이상,"2,415",935,38.73%
2015,대전광역시,동구,전체,60세이상,"48,185","3,174",6.59%
2015,대전광역시,동구,전체,65세이상,"33,921","3,088",9.10%
2015,대전광역시,중구,전체,65~69세,"12,323",171,1.39%
2015,대전광역시,중구,전체,70~74세,"9,900",380,3.84%
2015,대전광역시,중구,전체,75~79세,"7,272",860,11.83%
2015,대전광역시,중구,전체,80~84세,"4,282",901,21.04%
2015,대전광역시,중구,전체,85세이상,"2,686","1,041",38.77%
2015,대전광역시,중구,전체,60세이상,"51,585","3,443",6.67%
2015,대전광역시,중구,전체,65세이상,"36,461","3,353",9.20%
2015,대전광역시,서구,전체,65~69세,"15,735",220,1.40%
2015,대전광역시,서구,전체,70~74세,"11,973",460,3.85%
2015,대전광역시,서구,전체,75~79세,"8,865","1,057",11.93%
2015,대전광역시,서구,전체,80~84세,"5,381","1,140",21.19%
2015,대전광역시,서구,전체,85세이상,"3,643","1,392",38.22%
2015,대전광역시,서구,전체,60세이상,"68,226","4,410",6.46%
2015,대전광역시,서구,전체,65세이상,"45,597","4,270",9.37%
2015,대전광역시,유성구,전체,65~69세,"7,582",106,1.40%
2015,대전광역시,유성구,전체,70~74세,"5,925",226,3.82%
2015,대전광역시,유성구,전체,75~79세,"4,596",552,12%
2015,대전광역시,유성구,전체,80~84세,"2,949",629,21.32%
2015,대전광역시,유성구,전체,85세이상,"2,159",825,38.21%
2015,대전광역시,유성구,전체,60세이상,"35,149","2,413",6.87%
2015,대전광역시,유성구,전체,65세이상,"23,210","2,337",10.07%
2015,대전광역시,대덕구,전체,65~69세,"7,206",101,1.40%
2015,대전광역시,대덕구,전체,70~74세,"5,922",226,3.82%
2015,대전광역시,대덕구,전체,75~79세,"4,221",503,11.91%
2015,대전광역시,대덕구,전체,80~84세,"2,462",522,21.22%
2015,대전광역시,대덕구,전체,85세이상,"1,509",579,38.40%
2015,대전광역시,대덕구,전체,60세이상,"31,468","1,994",6.34%
2015,대전광역시,대덕구,전체,65세이상,"21,319","1,932",9.06%
2015,울산광역시,울산광역시,전체,65~69세,"37,099",525,1.42%
2015,울산광역시,울산광역시,전체,70~74세,"26,861","1,034",3.85%
2015,울산광역시,울산광역시,전체,75~79세,"18,161","2,177",11.99%
2015,울산광역시,울산광역시,전체,80~84세,"10,473","2,238",21.37%
2015,울산광역시,울산광역시,전체,85세이상,"6,742","2,494",37%
2015,울산광역시,울산광역시,전체,60세이상,"156,939","8,834",5.63%
2015,울산광역시,울산광역시,전체,65세이상,"99,335","8,469",8.53%
2015,울산광역시,중구,전체,65~69세,"9,014",127,1.41%
2015,울산광역시,중구,전체,70~74세,"6,667",256,3.85%
2015,울산광역시,중구,전체,75~79세,"4,309",514,11.92%
2015,울산광역시,중구,전체,80~84세,"2,276",483,21.23%
2015,울산광역시,중구,전체,85세이상,"1,351",497,36.83%
2015,울산광역시,중구,전체,60세이상,"37,257","1,962",5.27%
2015,울산광역시,중구,전체,65세이상,"23,616","1,878",7.95%
2015,울산광역시,남구,전체,65~69세,"10,813",153,1.42%
2015,울산광역시,남구,전체,70~74세,"7,360",285,3.87%
2015,울산광역시,남구,전체,75~79세,"4,691",560,11.95%
2015,울산광역시,남구,전체,80~84세,"2,540",542,21.32%
2015,울산광역시,남구,전체,85세이상,"1,520",564,37.10%
2015,울산광역시,남구,전체,60세이상,"44,216","2,213",5.01%
2015,울산광역시,남구,전체,65세이상,"26,924","2,104",7.81%
2015,울산광역시,동구,전체,65~69세,"5,448",79,1.46%
2015,울산광역시,동구,전체,70~74세,"3,283",128,3.89%
2015,울산광역시,동구,전체,75~79세,"2,000",240,11.99%
2015,울산광역시,동구,전체,80~84세,"1,153",250,21.70%
2015,울산광역시,동구,전체,85세이상,908,329,36.29%
2015,울산광역시,동구,전체,60세이상,"22,032","1,087",4.93%
2015,울산광역시,동구,전체,65세이상,"12,791","1,026",8.02%
2015,울산광역시,북구,전체,65~69세,"4,139",58,1.40%
2015,울산광역시,북구,전체,70~74세,"3,114",120,3.84%
2015,울산광역시,북구,전체,75~79세,"2,222",270,12.15%
2015,울산광역시,북구,전체,80~84세,"1,392",299,21.47%
2015,울산광역시,북구,전체,85세이상,934,345,36.95%
2015,울산광역시,북구,전체,60세이상,"18,258","1,133",6.21%
2015,울산광역시,북구,전체,65세이상,"11,799","1,091",9.25%
2015,울산광역시,울주군,전체,65~69세,"7,687",108,1.41%
2015,울산광역시,울주군,전체,70~74세,"6,438",246,3.81%
2015,울산광역시,울주군,전체,75~79세,"4,940",593,12.01%
2015,울산광역시,울주군,전체,80~84세,"3,113",664,21.33%
2015,울산광역시,울주군,전체,85세이상,"2,030",758,37.36%
2015,울산광역시,울주군,전체,60세이상,"35,176","2,439",6.93%
2015,울산광역시,울주군,전체,65세이상,"24,206","2,370",9.79%
2015,세종특별자치시,세종특별자치시,전체,65~69세,"5,987",83,1.39%
2015,세종특별자치시,세종특별자치시,전체,70~74세,"5,422",207,3.81%
2015,세종특별자치시,세종특별자치시,전체,75~79세,"4,530",540,11.93%
2015,세종특별자치시,세종특별자치시,전체,80~84세,"2,962",627,21.18%
2015,세종특별자치시,세종특별자치시,전체,85세이상,"1,987",760,38.26%
2015,세종특별자치시,세종특별자치시,전체,60세이상,"28,761","2,266",7.88%
2015,세종특별자치시,세종특별자치시,전체,65세이상,"20,886","2,217",10.62%
2015,경기도,경기도,전체,65~69세,"417,940","5,799",1.39%
2015,경기도,경기도,전체,70~74세,"344,247","13,195",3.83%
2015,경기도,경기도,전체,75~79세,"258,659","30,770",11.90%
2015,경기도,경기도,전체,80~84세,"149,437","31,527",21.10%
2015,경기도,경기도,전체,85세이상,"99,694","38,423",38.54%
2015,경기도,경기도,전체,60세이상,"1,822,542","123,127",6.76%
2015,경기도,경기도,전체,65세이상,"1,269,976","119,715",9.43%
2015,경기도,수원시,전체,65~69세,"32,689",454,1.39%
2015,경기도,수원시,전체,70~74세,"25,665",981,3.82%
2015,경기도,수원시,전체,75~79세,"18,749","2,244",11.97%
2015,경기도,수원시,전체,80~84세,"11,068","2,349",21.23%
2015,경기도,수원시,전체,85세이상,"7,798","2,975",38.15%
2015,경기도,수원시,전체,60세이상,"140,815","9,278",6.59%
2015,경기도,수원시,전체,65세이상,"95,968","9,003",9.38%
2015,경기도,장안구,전체,65~69세,"9,091",126,1.39%
2015,경기도,장안구,전체,70~74세,"7,507",287,3.82%
2015,경기도,장안구,전체,75~79세,"5,676",678,11.95%
2015,경기도,장안구,전체,80~84세,"3,407",723,21.21%
2015,경기도,장안구,전체,85세이상,"2,466",950,38.51%
2015,경기도,장안구,전체,60세이상,"40,269","2,837",7.05%
2015,경기도,장안구,전체,65세이상,"28,146","2,763",9.82%
2015,경기도,권선구,전체,65~69세,"9,854",137,1.39%
2015,경기도,권선구,전체,70~74세,"7,346",282,3.84%
2015,경기도,권선구,전체,75~79세,"5,381",645,11.98%
2015,경기도,권선구,전체,80~84세,"3,167",673,21.24%
2015,경기도,권선구,전체,85세이상,"2,170",824,37.97%
2015,경기도,권선구,전체,60세이상,"41,918","2,648",6.32%
2015,경기도,권선구,전체,65세이상,"27,918","2,561",9.17%
2015,경기도,팔달구,전체,65~69세,"7,822",108,1.38%
2015,경기도,팔달구,전체,70~74세,"6,278",240,3.83%
2015,경기도,팔달구,전체,75~79세,"4,307",512,11.90%
2015,경기도,팔달구,전체,80~84세,"2,408",509,21.14%
2015,경기도,팔달구,전체,85세이상,"1,650",629,38.16%
2015,경기도,팔달구,전체,60세이상,"32,773","2,061",6.29%
2015,경기도,팔달구,전체,65세이상,"22,463","1,999",8.90%
2015,경기도,영통구,전체,65~69세,"5,922",82,1.39%
2015,경기도,영통구,전체,70~74세,"4,536",172,3.79%
2015,경기도,영통구,전체,75~79세,"3,386",409,12.09%
2015,경기도,영통구,전체,80~84세,"2,087",445,21.33%
2015,경기도,영통구,전체,85세이상,"1,512",572,37.81%
2015,경기도,영통구,전체,60세이상,"25,856","1,731",6.70%
2015,경기도,영통구,전체,65세이상,"17,442","1,680",9.63%
2015,경기도,성남시,전체,65~69세,"35,425",490,1.38%
2015,경기도,성남시,전체,70~74세,"27,646","1,065",3.85%
2015,경기도,성남시,전체,75~79세,"19,473","2,309",11.86%
2015,경기도,성남시,전체,80~84세,"11,375","2,407",21.16%
2015,경기도,성남시,전체,85세이상,"8,293","3,195",38.53%
2015,경기도,성남시,전체,60세이상,"148,565","9,750",6.56%
2015,경기도,성남시,전체,65세이상,"102,211","9,466",9.26%
2015,경기도,수정구,전체,65~69세,"9,911",137,1.38%
2015,경기도,수정구,전체,70~74세,"7,731",297,3.85%
2015,경기도,수정구,전체,75~79세,"4,971",590,11.87%
2015,경기도,수정구,전체,80~84세,"2,523",533,21.15%
2015,경기도,수정구,전체,85세이상,"1,646",620,37.71%
2015,경기도,수정구,전체,60세이상,"39,331","2,254",5.73%
2015,경기도,수정구,전체,65세이상,"26,781","2,178",8.13%
2015,경기도,중원구,전체,65~69세,"10,103",141,1.40%
2015,경기도,중원구,전체,70~74세,"7,717",297,3.85%
2015,경기도,중원구,전체,75~79세,"5,049",600,11.88%
2015,경기도,중원구,전체,80~84세,"2,660",568,21.35%
2015,경기도,중원구,전체,85세이상,"1,862",706,37.90%
2015,경기도,중원구,전체,60세이상,"40,857","2,395",5.86%
2015,경기도,중원구,전체,65세이상,"27,389","2,311",8.44%
2015,경기도,분당구,전체,65~69세,"15,411",212,1.38%
2015,경기도,분당구,전체,70~74세,"12,199",471,3.86%
2015,경기도,분당구,전체,75~79세,"9,454","1,119",11.84%
2015,경기도,분당구,전체,80~84세,"6,193","1,306",21.09%
2015,경기도,분당구,전체,85세이상,"4,786","1,869",39.05%
2015,경기도,분당구,전체,60세이상,"68,377","5,102",7.46%
2015,경기도,분당구,전체,65세이상,"48,042","4,976",10.36%
2015,경기도,의정부시,전체,65~69세,"16,839",231,1.37%
2015,경기도,의정부시,전체,70~74세,"14,348",549,3.83%
2015,경기도,의정부시,전체,75~79세,"10,631","1,264",11.89%
2015,경기도,의정부시,전체,80~84세,"5,669","1,189",20.98%
2015,경기도,의정부시,전체,85세이상,"3,564","1,381",38.75%
2015,경기도,의정부시,전체,60세이상,"72,212","4,742",6.57%
2015,경기도,의정부시,전체,65세이상,"51,050","4,615",9.04%
2015,경기도,안양시,전체,65~69세,"19,932",279,1.40%
2015,경기도,안양시,전체,70~74세,"15,275",585,3.83%
